name,averageofgoals,averageofpoints,AverageCreativity,AverageAssists,AverageThreat,AverageCS,AverageSel,AverageGC
Orel Mangala,0.038461538461538464,1.5384615384615385,4.180769230769231,0.0,8.0,0.11538461538461539,2793.269230769231,0.23076923076923078
Pablo Sarabia,0.07692307692307693,2.576923076923077,22.52692307692308,0.23076923076923078,12.792307692307693,0.19230769230769232,20106.384615384617,0.038461538461538464
Pape Matar Sarr,0.11538461538461539,2.5,10.346153846153847,0.07692307692307693,12.253846153846155,0.2692307692307692,249682.07692307694,0.19230769230769232
Pascal Groß,0.15384615384615385,4.5,41.66538461538461,0.34615384615384615,28.176923076923078,0.15384615384615385,354523.76923076925,0.11538461538461539
Pau Torres,0.07692307692307693,2.423076923076923,4.246153846153846,0.0,12.084615384615384,0.15384615384615385,386100.0,0.038461538461538464
Pedro Lomba Neto,0.07692307692307693,3.1153846153846154,21.365384615384617,0.4230769230769231,13.669230769230769,0.07692307692307693,303685.76923076925,0.15384615384615385
Pedro Porro,0.0,3.3461538461538463,25.13076923076923,0.3076923076923077,22.192307692307693,0.19230769230769232,1652707.4615384615,0.11538461538461539
Phil Foden,0.38461538461538464,5.653846153846154,33.01538461538461,0.2692307692307692,28.253846153846155,0.34615384615384615,1719202.8076923077,0.038461538461538464
Raheem Sterling,0.23076923076923078,3.8846153846153846,15.142307692307693,0.2692307692307692,15.400000000000002,0.19230769230769232,911309.1538461539,0.19230769230769232
Rasmus Højlund,0.2692307692307692,3.0,8.303846153846154,0.07692307692307693,13.007692307692308,0.19230769230769232,407293.1923076923,0.07692307692307693
Rayan Aït-Nouri,0.0,1.3461538461538463,9.930769230769231,0.038461538461538464,9.646153846153847,0.07692307692307693,43361.307692307695,0.23076923076923078
Raúl Jiménez,0.19230769230769232,2.1153846153846154,5.811538461538461,0.0,9.576923076923077,0.15384615384615385,111482.80769230769,0.11538461538461539
Richarlison de Andrade,0.38461538461538464,4.115384615384615,7.473076923076923,0.11538461538461539,19.346153846153847,0.2692307692307692,509186.8846153846,0.11538461538461539
Robert Sánchez,0.0,2.269230769230769,0.0038461538461538464,0.0,17.33076923076923,0.11538461538461539,534948.6538461539,0.07692307692307693
Rodrigo Hernandez,0.23076923076923078,4.038461538461538,23.715384615384615,0.23076923076923078,27.04615384615385,0.3076923076923077,665116.7307692308,0.2692307692307692
Ross Barkley,0.11538461538461539,2.6538461538461537,19.03076923076923,0.15384615384615385,18.353846153846153,0.07692307692307693,49980.807692307695,0.15384615384615385
