name,season,starts,mean,std,creativity,influence,goals_scored,count,ratio
Aleksandar Mitrović,2020-21,27,1.6578947368421053,2.6434653320202957,8.521052631578948,6.463157894736843,0.07894736842105263,38,0.7105263157894737
Aleksandar_Kolarov,2016-17,29,2.5,2.8640360861383543,7.8,16.81578947368421,0.02631578947368421,38,0.7631578947368421
Aleksandar_Mitrovic_480,2018-19,37,3.526315789473684,3.6073261948374133,13.144736842105264,16.810526315789474,0.2894736842105263,38,0.9736842105263158
Alex Iwobi,2020-21,30,1.7105263157894737,1.7384039703571854,6.923684210526316,6.9105263157894745,0.02631578947368421,38,0.7894736842105263
Alex Iwobi,2021-22,28,2.0526315789473686,2.2172221288597918,12.886842105263158,9.521052631578948,0.05263157894736842,38,0.7368421052631579
Alex Iwobi,2022-23,24,3.3157894736842106,2.4726095544049915,23.36578947368421,17.61578947368421,0.05263157894736842,38,0.631578947368421
Alex Iwobi,2023-24,22,2.757575757575758,3.3914442261953743,17.96969696969697,13.50909090909091,0.15151515151515152,33,0.6666666666666666
Alex McCarthy,2020-21,30,2.473684210526316,2.6276784749759745,0.0,19.50526315789474,0.0,38,0.7894736842105263
Alex Nicolao Telles,2021-22,21,1.763157894736842,2.8038025388921652,11.507894736842106,10.063157894736841,0.0,38,0.5526315789473685
Alex_Iwobi,2016-17,26,2.3421052631578947,3.06925746623277,12.310526315789474,8.589473684210526,0.07894736842105263,38,0.6842105263157895
Alex_Iwobi,2017-18,26,2.3421052631578947,2.517788774489338,15.602631578947367,11.31578947368421,0.07894736842105263,38,0.6842105263157895
Alex_Iwobi_15,2018-19,35,2.6052631578947367,2.365740540983863,15.70263157894737,12.342105263157896,0.07894736842105263,38,0.9210526315789473
Alex_Iwobi_17,2019-20,18,1.3103448275862069,1.7546560158589912,9.651724137931033,6.43448275862069,0.034482758620689655,29,0.6206896551724138
Alex_McCarthy_318,2019-20,19,2.3448275862068964,2.955332493609349,0.3448275862068966,16.372413793103448,0.0,29,0.6551724137931034
Alex_McCarthy_328,2018-19,25,1.9210526315789473,2.486521275036492,0.0,15.399999999999999,0.0,38,0.6578947368421053
Alex_Oxlade-Chamberlain,2016-17,29,2.1842105263157894,2.618595282165248,13.68157894736842,11.457894736842105,0.05263157894736842,38,0.7631578947368421
Alex_Oxlade-Chamberlain,2017-18,35,2.473684210526316,2.698716833280298,16.45,14.421052631578947,0.07894736842105263,38,0.9210526315789473
Alex_Oxlade-Chamberlain_193,2019-20,21,1.9310344827586208,2.534491136342174,8.110344827586207,7.903448275862068,0.10344827586206896,29,0.7241379310344828
Alex_Pritchard,2017-18,14,2.5,2.8982753492378874,18.76875,10.85,0.0625,16,0.875
Alex_Pritchard_206,2018-19,30,1.8157894736842106,1.8867283732643647,13.102631578947367,7.826315789473684,0.05263157894736842,38,0.7894736842105263
Alexander Isak,2023-24,21,4.125,4.4268243915416825,8.103125,21.36875,0.53125,32,0.65625
Alexander_Tettey_289,2019-20,23,1.896551724137931,1.7996989348659502,3.651724137931035,10.013793103448275,0.034482758620689655,29,0.7931034482758621
Alexandre Lacazette,2020-21,31,3.3947368421052633,3.8941360883798337,8.089473684210526,15.852631578947367,0.34210526315789475,38,0.8157894736842105
Alexandre Lacazette,2021-22,30,2.3684210526315788,2.551322419490225,10.15,9.910526315789474,0.10526315789473684,38,0.7894736842105263
Alexandre Moreno Lopera,2022-23,14,3.6,2.7606254058779776,16.055,12.72,0.0,20,0.7
Alexandre_Lacazette,2017-18,32,3.6315789473684212,3.4673851245148657,14.894736842105264,19.094736842105263,0.3684210526315789,38,0.8421052631578947
Alexandre_Lacazette_12,2019-20,20,2.689655172413793,3.2082866842406497,9.89655172413793,13.26896551724138,0.2413793103448276,29,0.6896551724137931
Alexandre_Lacazette_22,2018-19,35,4.368421052631579,3.1573256955298286,12.694736842105263,21.263157894736842,0.34210526315789475,38,0.9210526315789473
Alexis Mac Allister,2020-21,21,1.263157894736842,1.8260015471163007,5.542105263157895,4.489473684210526,0.02631578947368421,38,0.5526315789473685
Alexis Mac Allister,2021-22,33,2.4473684210526314,2.863539375054817,11.989473684210527,13.0,0.13157894736842105,38,0.868421052631579
Alexis Mac Allister,2023-24,26,2.875,3.2203986930092188,18.225,18.4625,0.125,32,0.8125
Alexis_Sánchez,2016-17,38,6.947368421052632,5.321792872154171,33.63947368421052,35.73157894736842,0.631578947368421,38,1.0
Alexis_Sánchez,2017-18,31,4.0,4.020219168423801,30.400000000000002,21.663157894736845,0.23684210526315788,38,0.8157894736842105
Alexis_Sánchez_295,2018-19,20,1.236842105263158,1.837068912864094,7.821052631578947,5.463157894736842,0.02631578947368421,38,0.5263157894736842
Alfie Doughty,2023-24,29,2.727272727272727,2.7757062983221865,28.654545454545456,16.654545454545456,0.030303030303030304,33,0.8787878787878788
Alfie_Mawson,2016-17,27,2.6857142857142855,3.755556108044755,1.7714285714285714,19.37142857142857,0.11428571428571428,35,0.7714285714285715
Alfie_Mawson,2017-18,38,2.9473684210526314,3.118795405203162,2.2736842105263158,22.326315789473682,0.05263157894736842,38,1.0
Alfred_N'Diaye,2016-17,15,2.2666666666666666,2.1865389045137937,6.553333333333333,10.586666666666668,0.06666666666666667,15,1.0
Alireza Jahanbakhsh,2020-21,21,0.631578947368421,0.7505332386027355,4.28421052631579,1.9263157894736842,0.0,38,0.5526315789473685
Alireza_Jahanbakhsh_476,2018-19,19,0.868421052631579,1.0179750071688811,2.736842105263158,2.4842105263157896,0.0,38,0.5
Alisson Ramses Becker,2020-21,33,3.6842105263157894,3.542065843680391,0.002631578947368421,20.431578947368422,0.02631578947368421,38,0.868421052631579
Alisson Ramses Becker,2021-22,36,4.631578947368421,3.052876823424795,0.2631578947368421,18.105263157894736,0.0,38,0.9473684210526315
Alisson Ramses Becker,2022-23,24,4.2631578947368425,3.561689627328928,0.2657894736842105,25.431578947368422,0.0,38,0.631578947368421
Alisson Ramses Becker,2023-24,22,2.8125,2.6933310710093763,0.325,15.7125,0.0,32,0.6875
Alisson_Ramses Becker_189,2019-20,20,3.0689655172413794,3.5043955509245674,0.3448275862068966,12.4,0.0,29,0.6896551724137931
Alisson_Ramses Becker_468,2018-19,38,4.631578947368421,2.614109870016519,0.002631578947368421,17.81578947368421,0.0,38,1.0
Allan Marques Loureiro,2020-21,24,1.236842105263158,1.1012084400555155,6.139473684210526,9.647368421052633,0.0,38,0.631578947368421
Allan Marques Loureiro,2021-22,28,1.5263157894736843,1.7666098562128194,6.010526315789474,10.299999999999999,0.0,38,0.7368421052631579
Allan Saint-Maximin,2020-21,25,2.236842105263158,3.0263188818092934,10.373684210526315,9.894736842105264,0.07894736842105263,38,0.6578947368421053
Allan Saint-Maximin,2021-22,35,3.0526315789473686,2.7207646820686335,17.097368421052632,14.6,0.13157894736842105,38,0.9210526315789473
Allan-Roméo_Nyom,2016-17,32,1.9473684210526316,2.40435829974869,5.639473684210526,12.131578947368421,0.0,38,0.8421052631578947
Allan-Roméo_Nyom,2017-18,29,1.8421052631578947,2.3996206433233236,7.018421052631578,11.963157894736844,0.0,38,0.7631578947368421
Allan_Saint-Maximin_500,2019-20,18,1.896551724137931,2.4977822675640957,10.037931034482757,9.144827586206896,0.06896551724137931,29,0.6206896551724138
Alphonse Areola,2020-21,36,3.263157894736842,2.489808529774125,0.0,23.057894736842105,0.0,38,0.9473684210526315
Alphonse Areola,2023-24,27,3.212121212121212,3.4709290521196894,0.0,25.563636363636363,0.0,33,0.8181818181818182
Amadou Onana,2023-24,21,1.8125,2.278050949612905,8.4,9.18125,0.0625,32,0.65625
Amari'i Bell,2023-24,21,1.0606060606060606,1.638203931509176,3.603030303030303,10.212121212121213,0.0,33,0.6363636363636364
Ander_Herrera,2016-17,31,2.5526315789473686,2.787010104046431,18.968421052631577,15.610526315789475,0.02631578947368421,38,0.8157894736842105
Ander_Herrera,2017-18,26,1.1578947368421053,1.2197987381503441,6.036842105263158,7.747368421052631,0.0,38,0.6842105263157895
Ander_Herrera_299,2018-19,22,1.631578947368421,2.3414139021468263,6.173684210526315,10.505263157894737,0.05263157894736842,38,0.5789473684210527
Andre_Gray,2016-17,32,2.8421052631578947,3.590726161516439,8.426315789473684,10.936842105263159,0.23684210526315788,38,0.8421052631578947
Andre_Gray,2017-18,31,2.0789473684210527,2.222508674441083,6.684210526315789,6.610526315789474,0.13157894736842105,38,0.8157894736842105
Andre_Gray_364,2019-20,20,1.2413793103448276,1.7455079574601342,4.272413793103448,3.6620689655172414,0.06896551724137931,29,0.6896551724137931
Andre_Gray_395,2018-19,29,2.1842105263157894,2.669702515646334,4.839473684210526,8.73157894736842,0.18421052631578946,38,0.7631578947368421
Andrea_Ranocchia,2016-17,16,3.4375,4.09827199357648,2.4375,27.775,0.125,16,1.0
Andreas Christensen,2021-22,19,1.8157894736842106,2.6391569411246087,2.721052631578947,7.8,0.0,38,0.5
Andreas Hoelgebaum Pereira,2022-23,19,3.236842105263158,2.715662385240784,24.926315789473687,11.473684210526315,0.10526315789473684,38,0.5
Andreas Hoelgebaum Pereira,2023-24,30,3.5454545454545454,3.3827772344897054,35.93939393939394,14.715151515151517,0.09090909090909091,33,0.9090909090909091
Andreas_Christensen,2017-18,27,2.0789473684210527,2.4426567165676163,1.75,12.278947368421052,0.0,38,0.7105263157894737
Andreas_Christensen_108,2019-20,15,0.7586206896551724,1.4797483476638156,1.6689655172413795,8.517241379310345,0.0,29,0.5172413793103449
Andreas_Pereira_246,2019-20,23,2.0,1.9820624179302293,14.437931034482759,8.248275862068965,0.034482758620689655,29,0.7931034482758621
Andrew Robertson,2020-21,38,4.2368421052631575,3.5749444185912975,29.718421052631577,19.852631578947367,0.02631578947368421,38,1.0
Andrew Robertson,2021-22,29,4.894736842105263,4.488962281118954,23.228947368421053,17.373684210526317,0.07894736842105263,38,0.7631578947368421
Andrew Robertson,2022-23,20,3.1842105263157894,2.957859554419376,22.686842105263157,14.45263157894737,0.0,38,0.5263157894736842
Andrew_Robertson,2016-17,33,1.9210526315789473,2.5081658954935997,9.284210526315789,13.226315789473684,0.02631578947368421,38,0.868421052631579
Andrew_Robertson,2017-18,22,2.9210526315789473,4.096020342454819,10.907894736842104,11.157894736842104,0.02631578947368421,38,0.5789473684210527
Andrew_Robertson_181,2019-20,28,4.724137931034483,3.010654315737195,22.141379310344828,20.20689655172414,0.034482758620689655,29,0.9655172413793104
Andrew_Robertson_247,2018-19,36,5.605263157894737,3.7599559635446744,20.189473684210526,19.705263157894734,0.0,38,0.9473684210526315
Andrew_Surman,2016-17,22,1.1578947368421053,1.3461921430158093,5.889473684210526,6.757894736842106,0.0,38,0.5789473684210527
Andrew_Surman,2017-18,25,2.1578947368421053,2.686566338530077,6.871052631578948,12.052631578947368,0.05263157894736842,38,0.6578947368421053
Andriy Yarmolenko,2021-22,19,0.6578947368421053,1.0973263770680939,1.6552631578947368,1.9789473684210528,0.02631578947368421,38,0.5
Andriy_Yarmolenko_392,2019-20,15,1.6896551724137931,3.094966515810817,7.186206896551725,6.482758620689655,0.10344827586206896,29,0.5172413793103449
Andros Townsend,2020-21,34,2.473684210526316,2.1019533014236007,18.278947368421054,13.457894736842105,0.02631578947368421,38,0.8947368421052632
Andros Townsend,2021-22,21,1.736842105263158,2.900924461469516,12.339473684210526,9.25263157894737,0.07894736842105263,38,0.5526315789473685
Andros Townsend,2023-24,14,2.32,2.26789182575654,11.716,8.736,0.04,25,0.56
Andros_Townsend,2016-17,36,3.0526315789473686,3.4947634062984645,22.431578947368422,14.536842105263156,0.07894736842105263,38,0.9473684210526315
Andros_Townsend,2017-18,36,3.1842105263157894,2.357910930141509,26.63421052631579,16.473684210526315,0.05263157894736842,38,0.9473684210526315
Andros_Townsend_135,2019-20,15,1.1724137931034482,1.5826958357101923,4.5793103448275865,5.7862068965517235,0.034482758620689655,29,0.5172413793103449
Andros_Townsend_149,2018-19,38,3.5526315789473686,3.0553220595584465,24.43421052631579,19.55263157894737,0.15789473684210525,38,1.0
André Filipe Tavares Gomes,2020-21,28,1.263157894736842,1.1314714296070711,6.434210526315789,4.973684210526316,0.0,38,0.7368421052631579
André Filipe_Tavares Gomes_508,2018-19,27,1.6842105263157894,1.8024797207375136,4.068421052631579,7.063157894736843,0.02631578947368421,38,0.7105263157894737
André Onana,2023-24,32,3.5625,3.099817892674009,1.0375,28.89375,0.0,32,1.0
André-Frank Zambo Anguissa,2020-21,36,2.0,1.4142135623730951,10.773684210526316,13.357894736842104,0.0,38,0.9473684210526315
André-Frank_Zambo Anguissa_512,2018-19,22,0.9736842105263158,1.0777063257719237,3.6052631578947367,8.310526315789474,0.0,38,0.5789473684210527
André_Ayew,2016-17,25,2.3421052631578947,3.015960389279223,6.1421052631578945,8.536842105263156,0.15789473684210525,38,0.6578947368421053
André_Ayew,2017-18,30,2.026315789473684,2.520047641176256,7.45,8.405263157894737,0.07894736842105263,38,0.7894736842105263
André_Carrillo,2017-18,28,1.7777777777777777,1.8687063686046275,9.2,7.533333333333333,0.027777777777777776,36,0.7777777777777778
André_Schürrle_478,2018-19,24,1.9736842105263157,2.4327366650267708,8.173684210526314,9.521052631578948,0.15789473684210525,38,0.631578947368421
Andy_King,2016-17,23,1.0789473684210527,1.4403749314331307,3.2289473684210526,6.8,0.02631578947368421,38,0.6052631578947368
Andy_King,2017-18,22,1.3421052631578947,1.9765697256894559,3.0763157894736843,6.310526315789474,0.07894736842105263,38,0.5789473684210527
Anel Ahmedhodžić,2023-24,24,0.8125,2.0858586844781457,1.440625,13.8375,0.03125,32,0.75
Angel_Gomes,2016-17,1,1.0,,3.8,0.8,0.0,1,1.0
Angelo Ogbonna,2020-21,28,2.6315789473684212,2.963024866325581,1.4842105263157894,12.889473684210527,0.07894736842105263,38,0.7368421052631579
Angelo_Ogbonna,2016-17,20,1.1842105263157894,1.943182999796214,2.168421052631579,10.11578947368421,0.0,38,0.5263157894736842
Angelo_Ogbonna,2017-18,32,2.026315789473684,2.573112975379876,2.142105263157895,18.099999999999998,0.02631578947368421,38,0.8421052631578947
Angelo_Ogbonna_377,2019-20,24,2.2413793103448274,2.6139074802431197,0.7482758620689655,15.779310344827588,0.06896551724137931,29,0.8275862068965517
Angelo_Ogbonna_403,2018-19,24,1.263157894736842,1.9546785251180332,1.4263157894736842,12.168421052631578,0.02631578947368421,38,0.631578947368421
Anthony Elanga,2021-22,21,1.5526315789473684,2.2743857908152485,4.4263157894736835,5.257894736842106,0.05263157894736842,38,0.5526315789473685
Anthony Elanga,2023-24,22,3.272727272727273,2.718831634093118,12.030303030303031,15.351515151515152,0.15151515151515152,33,0.6666666666666666
Anthony Gordon,2021-22,35,2.6315789473684212,3.2334489379205302,13.478947368421053,12.021052631578947,0.10526315789473684,38,0.9210526315789473
Anthony Gordon,2023-24,29,4.9375,4.2497628017299665,19.0125,21.38125,0.3125,32,0.90625
Anthony Martial,2020-21,22,1.9736842105263157,3.2003956014358446,6.984210526315789,7.831578947368421,0.10526315789473684,38,0.5789473684210527
Anthony_Knockaert,2017-18,33,2.3157894736842106,2.3145283000598837,14.663157894736843,10.631578947368421,0.07894736842105263,38,0.868421052631579
Anthony_Knockaert_55,2018-19,30,1.9473684210526316,2.155412651543847,15.284210526315789,10.25263157894737,0.05263157894736842,38,0.7894736842105263
Anthony_Martial,2016-17,25,2.5,3.584878150140023,10.502631578947367,10.073684210526316,0.10526315789473684,38,0.6578947368421053
Anthony_Martial,2017-18,30,3.289473684210526,3.4241423841388854,13.40263157894737,14.089473684210526,0.23684210526315788,38,0.7894736842105263
Anthony_Martial_239,2019-20,23,4.206896551724138,3.9494964447999803,10.475862068965517,18.979310344827585,0.3793103448275862,29,0.7931034482758621
Anthony_Martial_301,2018-19,27,3.210526315789474,4.198827987934458,13.244736842105263,14.021052631578947,0.2631578947368421,38,0.7105263157894737
Antoine Semenyo,2023-24,20,2.8125,3.0420440920644984,10.321875,13.275,0.21875,32,0.625
Antonee Robinson,2020-21,28,1.5,1.9966187634314387,12.521052631578948,11.878947368421052,0.0,38,0.7368421052631579
Antonee Robinson,2022-23,23,2.4473684210526314,2.500782238929129,10.671052631578947,14.305263157894737,0.0,38,0.6052631578947368
Antonee Robinson,2023-24,32,2.878787878787879,2.6897673663067008,15.251515151515152,21.472727272727273,0.0,33,0.9696969696969697
Antonio Rüdiger,2020-21,19,2.4473684210526314,3.1852478237078006,2.205263157894737,9.700000000000001,0.02631578947368421,38,0.5
Antonio Rüdiger,2021-22,34,3.9473684210526314,3.690362674779845,6.773684210526315,15.305263157894737,0.07894736842105263,38,0.8947368421052632
Antonio_Barragán,2016-17,26,1.868421052631579,2.3615278223559053,5.7631578947368425,11.636842105263158,0.0,38,0.6842105263157895
Antonio_Rüdiger,2017-18,27,3.026315789473684,3.766759608952481,2.1842105263157894,14.38421052631579,0.05263157894736842,38,0.7105263157894737
Antonio_Rüdiger_118,2018-19,33,3.0526315789473686,3.0486804271822137,3.7789473684210524,14.915789473684208,0.02631578947368421,38,0.868421052631579
Antonio_Valencia,2016-17,28,3.1578947368421053,3.0977438676722904,16.178947368421053,14.4,0.02631578947368421,38,0.7368421052631579
Antonio_Valencia,2017-18,31,3.8421052631578947,3.8661826678330438,11.539473684210526,14.715789473684211,0.07894736842105263,38,0.8157894736842105
Antony Matheus dos Santos,2022-23,17,2.484848484848485,2.94874138533303,12.024242424242425,9.351515151515152,0.12121212121212122,33,0.5151515151515151
Anwar El Ghazi,2020-21,28,2.9210526315789473,3.8017178119212596,11.213157894736844,13.168421052631578,0.2631578947368421,38,0.7368421052631579
Anwar_El Ghazi_30,2019-20,25,2.8214285714285716,2.480346024674058,15.057142857142859,12.528571428571428,0.14285714285714285,28,0.8928571428571429
Armando Broja,2021-22,32,2.4210526315789473,2.8153208155470213,4.189473684210527,7.373684210526315,0.15789473684210525,38,0.8421052631578947
Armando_Broja_631,2019-20,1,1.0,,0.3,0.0,0.0,1,1.0
