name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,minutes,own_goals,penalties_saved,red_cards,saves,penalties_missed,selected,threat,total_points,value
Antonee Robinson,DEF,Fulham,2.32972972972973,0.05405405405405406,0.13513513513513514,14.702702702702704,0.24324324324324326,10.95945945945946,217.0,0.025318648648648648,0.025048378378378377,0.0013513513513513514,0.9194702702702703,1.135135135135135,0.0,81.02702702702703,0.0,0.0,0.0,0.0,0.0,32751.108108108107,1.4864864864864864,2.4864864864864864,44.189189189189186
Antony Matheus dos Santos,MID,Man Utd,3.315625,0.0625,0.125,8.1875,0.375,12.4,609.0,0.060969062500000004,0.1933034375,0.156084375,0.56766875,0.65625,0.125,56.34375,0.0,0.0,0.0,0.0,0.0,480212.34375,19.375,2.5625,73.96875
Armel Bella-Kotchap,DEF,Southampton,1.1108108108108108,0.05405405405405406,0.13513513513513514,9.324324324324325,0.08108108108108109,2.064864864864865,423.0,0.0068518918918918925,0.017122162162162162,0.010270270270270271,0.6271297297297298,1.054054054054054,0.0,50.83783783783784,0.0,0.0,0.0,0.0,0.0,18169.783783783783,2.8378378378378377,1.3243243243243243,45.0
Ashley Young,DEF,Aston Villa,2.418918918918919,0.0,0.21621621621621623,10.486486486486486,0.24324324324324326,6.027027027027027,538.0,0.00921945945945946,0.013984324324324324,0.00881891891891892,0.5797675675675675,0.7567567567567568,0.02702702702702703,54.891891891891895,0.0,0.0,0.0,0.0,0.0,74881.21621621621,2.081081081081081,2.3513513513513513,43.810810810810814
Ben Mee,DEF,Brentford,3.651351351351351,0.05405405405405406,0.2972972972972973,16.783783783783782,0.2972972972972973,2.4864864864864864,526.0,0.00935972972972973,0.05741108108108108,0.04859189189189189,0.8058891891891893,1.0810810810810811,0.08108108108108109,85.91891891891892,0.0,0.0,0.0,0.0,0.0,1109916.4324324324,8.297297297297296,3.7027027027027026,47.7027027027027
Benjamin White,DEF,Arsenal,4.267567567567568,0.13513513513513514,0.32432432432432434,19.18918918918919,0.3783783783783784,13.275675675675675,10.0,0.07582270270270271,0.08197405405405406,0.02642162162162162,0.7082216216216216,0.9459459459459459,0.05405405405405406,80.10810810810811,0.0,0.0,0.0,0.0,0.0,1211414.8918918918,4.297297297297297,4.054054054054054,46.891891891891895
Benoît Badiashile,DEF,Chelsea,2.0333333333333337,0.0,0.09523809523809523,9.952380952380953,0.19047619047619047,2.3380952380952382,689.0,0.00971047619047619,0.06963428571428572,0.059923809523809525,0.5861380952380952,0.42857142857142855,0.047619047619047616,43.04761904761905,0.0,0.0,0.0,0.0,0.0,64013.04761904762,3.857142857142857,1.9047619047619047,50.0
Bernardo Veiga de Carvalho e Silva,MID,Man City,4.0027027027027025,0.16216216216216217,0.24324324324324326,11.54054054054054,0.1891891891891892,13.91891891891892,311.0,0.05237081081081081,0.07456540540540542,0.022194594594594597,0.3788189189189189,0.6486486486486487,0.10810810810810811,59.351351351351354,0.0,0.0,0.0,0.0,0.0,773644.8918918918,11.45945945945946,2.864864864864865,68.29729729729729
Bernd Leno,GK,Fulham,3.467567567567568,0.0,0.4594594594594595,20.10810810810811,0.21621621621621623,0.2702702702702703,2.0,0.0002489189189189189,0.0002489189189189189,0.0,0.9769756756756757,1.3243243243243243,0.0,85.13513513513513,0.0,0.02702702702702703,0.0,3.72972972972973,0.0,265141.91891891893,0.0,3.7567567567567566,45.21621621621622
Bobby De Cordova-Reid,MID,Fulham,2.6567567567567565,0.02702702702702703,0.08108108108108109,7.8108108108108105,0.21621621621621623,8.635135135135135,205.0,0.02855189189189189,0.06129243243243243,0.03787567567567567,0.6568810810810811,1.0810810810810811,0.10810810810810811,66.83783783783784,0.0,0.0,0.0,0.0,0.0,17024.216216216217,13.567567567567568,2.4324324324324325,54.729729729729726
Boubacar Kamara,MID,Aston Villa,0.918918918918919,0.02702702702702703,0.0,5.972972972972973,0.08108108108108109,3.3000000000000003,53.0,0.020578378378378382,0.0237972972972973,0.0032189189189189187,0.5786162162162162,0.7837837837837838,0.0,45.486486486486484,0.0,0.0,0.0,0.0,0.0,11423.135135135135,1.0,1.135135135135135,48.351351351351354
Brenden Aaronson,MID,Leeds,2.1432432432432433,0.10810810810810811,0.0,6.216216216216216,0.13513513513513514,17.90810810810811,246.0,0.031384054054054054,0.07687054054054054,0.05845945945945947,0.8007486486486487,1.5135135135135136,0.02702702702702703,63.08108108108108,0.0,0.0,0.0,0.0,0.0,97667.08108108108,11.864864864864865,2.2162162162162162,54.16216216216216
